identifier,Model Specific Name,Description,CRM Path,used by
bibliographic entity_94_number_of_pages,Number of Pages,This field is used to record the number of pages in a bibliographic item using free text.,"--> P43--> E54[12] --> P129i--> E73 → rdf:value--> rdfs:Literal<br><br>--> P43--> E54[12] --> P2--> E55""Page Numbers""",Swiss Art Research Infrastructure
